,LanguageName,Latitude,Longitude,WordModernName1,Phonetic,SpellingAltv1,source_csv
676,Alto Bío Bío,-38.04457,-71.36344,fuego,kʰt̩̚.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
677,Angol,-37.86289,-72.68304,fuego,kɘ.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
678,Lumaco,-38.17584,-72.89947,fuego,kɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
679,Ercilla,-38.04926,-72.44544,fuego,kɘ̥̯.ˈt͡ɹ̝̥ɐ̝ɬ,,7-kütral.csv
680,Galvarino,-38.40865,-72.78342,fuego,kʰɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
681,Victoria,-38.35303,-72.19395,fuego,kɘ̆.ˈʈɐ̝l,,7-kütral.csv
682,Lonquimay,-38.42587,-71.37014,fuego,kɘ̆ʈ̚.ˈʈ͡ʂɐ̝l,,7-kütral.csv
683,Chol Chol,-38.51661,-72.97454,fuego,kʰɘ̆.ˈʈ͡ʂɐ̝l,,7-kütral.csv
684,Dollinco,-38.67157,-72.82837,fuego,kɘ.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
685,Vilcún,-38.59695,-72.31239,fuego,kɘ̆.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
686,Puerto Saavedra,-38.78431,-73.39912,fuego,kɘ.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
687,Truf Truf,-38.75576,-72.43983,fuego,kɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
688,Icalma,-38.72338,-71.1847,fuego,xɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
689,Freire,-38.99144,-72.8833,fuego,kɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
690,Cunco,-38.97601,-72.01425,fuego,kɘ̆.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
691,Nueva Toltén,-39.20931,-73.1312,fuego,ˈkɘ.t̺͡s̺ɐ̝l,,7-kütral.csv
692,Villarrica,-39.48612,-72.3038,fuego,kɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
693,Curarrehue,-39.46788,-71.55193,fuego,kʰʈ̩̚.ˈʈ͡ʂɐ̝l,,7-kütral.csv
694,Mariquina,-39.45147,-73.26457,fuego,kɘ̆.ˈt͡ɹ̝̥ɐ̝l,,7-kütral.csv
695,Lanco,-39.5046,-72.44441,fuego,kʰɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
696,Panguipulli,-39.54399,-72.12614,fuego,kʰt̩̚.ˈt͡ɹ̝̥ɐ̝l,,7-kütral.csv
697,Valdivia,-39.81291,-72.95438,fuego,kɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
698,San Pablo,-40.38308,-73.34988,fuego,kɘ.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
699,S. Juan de la Costa,-40.51004,-73.52129,fuego,kɘ̆.ˈʈ͡ʂɐ̝ɭ̝̥,,7-kütral.csv
700,Chalileo,-36.42252,-66.47321,fuego,kɘ.ˈtɐ̝l,,7-kütral.csv
701,Picunches,-38.78279,-70.22884,fuego,kʰɘ.ˈʂɐ̝l,,7-kütral.csv
702,Zapala,-38.85047,-69.74997,fuego,kʰɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
703,Aluminé,-39.19681,-71.05406,fuego,kʰɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
704,Junín de los Andes,-39.82386,-71.28742,fuego,kʈ̩̚.ˈʈ͡ʂɐ̝l,,7-kütral.csv
705,Huiliches,-39.63992,-71.18686,fuego,kʈ̩̚.ˈʈ͡ʂɐ̝l,,7-kütral.csv
706,Jacobacci,-41.28813,-69.55719,fuego,kʰɘ.ˈʈ͡ʂɐ̝l,,7-kütral.csv
707,Cushamen,-42.23392,-71.34994,fuego,kʰɘ̆.ˈʈ͡ʂɐ̝l,,7-kütral.csv
708,Futaleufú,-42.95052,-71.18351,fuego,wç̩.ˈʈ͡ʂɐ̝l,,7-kütral.csv
709,Lago Rosario,-43.24408,-71.32581,fuego,kʰɘ.ˈt̺͡s̺ɐ̝l,,7-kütral.csv
710,Ref. Spelling,-40.0,-75.5,matar,l̪ɐ̝ŋɘmɘn,l’angümün,11-l'angümün.csv
711,Cañete,-37.96722,-73.39282,matar,lɐ̝ŋ.ˈɡɘm,,11-l'angümün.csv
712,Tirúa,-38.3699,-73.49067,matar,ˈlɐ̝.ŋɘm,,11-l'angümün.csv
713,Alto Bío Bío,-38.04457,-71.36344,matar,ˌlɐ̝.ŋɘ.ˈmɘn,,11-l'angümün.csv
714,Angol,-37.86289,-72.68304,matar,ˈlɐ̝.ŋɘ.ˌmɘn,,11-l'angümün.csv
715,Lumaco,-38.17584,-72.89947,matar,ˈlɐ̝.ŋɘm.jë,,11-l'angümün.csv
716,Ercilla,-38.04926,-72.44544,matar,ˌlɐ̝.ŋɐ̝m.ˈŋɪ,,11-l'angümün.csv
717,Galvarino,-38.40865,-72.78342,matar,lɐ̝.ˌŋɘ.ˈmɘn,,11-l'angümün.csv
718,Victoria,-38.35303,-72.19395,matar,ˌlɐ̝.ŋɘm.ˈɲë,,11-l'angümün.csv
719,Lonquimay,-38.42587,-71.37014,matar,ˌlɐ̝.ŋɘ.ˈmɘn,,11-l'angümün.csv
720,Chol Chol,-38.51661,-72.97454,matar,ˌlɐ̝.ɲɘ.ˈmɘn,,11-l'angümün.csv
721,Dollinco,-38.67157,-72.82837,matar,ˈlɐ̝.ŋɘ.ˌmɘn,,11-l'angümün.csv
722,Vilcún,-38.59695,-72.31239,matar,ˌlɐ̝.ˈŋɘ.mɘn,,11-l'angümün.csv
723,Puerto Saavedra,-38.78431,-73.39912,matar,l̪ɐ̝.ˌŋɘ.ˈmɘn,,11-l'angümün.csv
724,Truf Truf,-38.75576,-72.43983,matar,lɐ̝.ˈŋɘ.mɘn,,11-l'angümün.csv
725,Icalma,-38.72338,-71.1847,matar,ˌlɐ̝.ŋɘ.ˈmɘj,,11-l'angümün.csv
726,Freire,-38.99144,-72.8833,matar,lɐ̝.ˌŋɘ.ˈmɘn,,11-l'angümün.csv
727,Cunco,-38.97601,-72.01425,matar,ˈlɐ̝.ŋɘm,,11-l'angümün.csv
728,Nueva Toltén,-39.20931,-73.1312,matar,lɐ̝.ˌŋɘ.ˈmɘn,,11-l'angümün.csv
729,Villarrica,-39.48612,-72.3038,matar,ˌlɐ̝.ŋɘ.ˈmɘn,,11-l'angümün.csv
730,Curarrehue,-39.46788,-71.55193,matar,lɐ̝.ˈŋɘm,,11-l'angümün.csv
731,Mariquina,-39.45147,-73.26457,matar,lɐ̝.ˈŋɘm,,11-l'angümün.csv
732,Lanco,-39.5046,-72.44441,matar,lɐ̝.ˈŋɘm,,11-l'angümün.csv
733,Panguipulli,-39.54399,-72.12614,matar,ˌlɐ̝.ŋɘ.ˈmɐ̝n,,11-l'angümün.csv
734,Valdivia,-39.81291,-72.95438,matar,lɐ̝.ˈŋɘm,,11-l'angümün.csv
735,San Pablo,-40.38308,-73.34988,matar,l̩.d̪ɐ̝.ˈŋɘm,,11-l'angümün.csv
736,S. Juan de la Costa,-40.51004,-73.52129,matar,ˌlɐ̝.ŋɘ.ˈmɪn,,11-l'angümün.csv
737,Chalileo,-36.42252,-66.47321,matar,lɐ̝.ˈŋɘm,,11-l'angümün.csv
738,Picunches,-38.78279,-70.22884,matar,ˌlɐ̝.ŋɘ.ˈmɪ,,11-l'angümün.csv
739,Zapala,-38.85047,-69.74997,matar,ɮɐ̝m.ˈŋën,,11-l'angümün.csv
740,Aluminé,-39.19681,-71.05406,matar,lɐ̝.ˌŋɘm.ˈŋëj,,11-l'angümün.csv
741,Junín de los Andes,-39.82386,-71.28742,matar,ˈlɐ̝.ŋɘ.ˌmɘn,,11-l'angümün.csv
742,Huiliches,-39.63992,-71.18686,matar,ˌlɐ̝.ŋɘ.ˈmɪ,,11-l'angümün.csv
743,Cushamen,-42.23392,-71.34994,matar,lɐ̝.ˌŋɘ.ˈmɘj,,11-l'angümün.csv
744,Futaleufú,-42.95052,-71.18351,matar,lɐ̝.ˌŋɘ.ˈmɘ,,11-l'angümün.csv
745,Lago Rosario,-43.24408,-71.32581,matar,ˌlɐ̝ŋ.ɡɘ̆.ˈmɘn,,11-l'angümün.csv
746,Ref. Spelling,-40.0,-75.5,sol,ɐ̝nt̪ɘ,ant’ü,7-ant'ü.csv
747,Santa Bárbara,-37.67405,-71.80186,sol,ˈɐ̝n̪.t̪ɘ,,7-ant'ü.csv
748,Cañete,-37.96722,-73.39282,sol,ˈɐ̝n̪.t̪ɘ,,7-ant'ü.csv
749,Tirúa,-38.3699,-73.49067,sol,ˈɐ̝n̪.t̪ʰɘ̥,,7-ant'ü.csv
750,Alto Bío Bío,-38.04457,-71.36344,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
751,Angol,-37.86289,-72.68304,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
752,Lumaco,-38.17584,-72.89947,sol,ˈɐ̝n̪.t̪ɘ,,7-ant'ü.csv
753,Ercilla,-38.04926,-72.44544,sol,ˈɐ̝n̪.ˈt̪ë,,7-ant'ü.csv
754,Galvarino,-38.40865,-72.78342,sol,ˈɐ̝n̪.t̪ɘ,,7-ant'ü.csv
755,Victoria,-38.35303,-72.19395,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
756,Lonquimay,-38.42587,-71.37014,sol,ɐ̝n̪.ˈt̪ɘx,,7-ant'ü.csv
757,Chol Chol,-38.51661,-72.97454,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
758,Dollinco,-38.67157,-72.82837,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
759,Vilcún,-38.59695,-72.31239,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
760,Puerto Saavedra,-38.78431,-73.39912,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
761,Truf Truf,-38.75576,-72.43983,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
762,Icalma,-38.72338,-71.1847,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
763,Freire,-38.99144,-72.8833,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
764,Cunco,-38.97601,-72.01425,sol,ɐ̝n̪.ˈt̪ʊ,,7-ant'ü.csv
765,Nueva Toltén,-39.20931,-73.1312,sol,ɐ̝n̪.ˈd̪ɘ,,7-ant'ü.csv
766,Villarrica,-39.48612,-72.3038,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
767,Curarrehue,-39.46788,-71.55193,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
768,Mariquina,-39.45147,-73.26457,sol,ˈɐ̝n̪.t̪ɘ,,7-ant'ü.csv
769,Lanco,-39.5046,-72.44441,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
770,Panguipulli,-39.54399,-72.12614,sol,ˈɐ̝n̪.t̪ë̥,,7-ant'ü.csv
771,Valdivia,-39.81291,-72.95438,sol,ˈɐ̝n̪.t̪͡θɘ,,7-ant'ü.csv
772,San Pablo,-40.38308,-73.34988,sol,ˈɐ̝n̪.t̪ʊ,,7-ant'ü.csv
773,S. Juan de la Costa,-40.51004,-73.52129,sol,ˈɐ̝n̪.t̪ɘ,,7-ant'ü.csv
774,Chalileo,-36.42252,-66.47321,sol,ɐ̝n̪.t̪ɘ,,7-ant'ü.csv
775,Picunches,-38.78279,-70.22884,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
776,Zapala,-38.85047,-69.74997,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
777,Aluminé,-39.19681,-71.05406,sol,ɐ̝n̪.ˈt̪ʊ,,7-ant'ü.csv
778,Junín de los Andes,-39.82386,-71.28742,sol,jɐ̝n̪.ˈt̪ʊ,,7-ant'ü.csv
779,Huiliches,-39.63992,-71.18686,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
780,Jacobacci,-41.28813,-69.55719,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
781,Cushamen,-42.23392,-71.34994,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
782,Futaleufú,-42.95052,-71.18351,sol,ɐ̝n̪.ˈt̪ʊ,,7-ant'ü.csv
783,Lago Rosario,-43.24408,-71.32581,sol,ɐ̝n̪.ˈt̪ɘ,,7-ant'ü.csv
784,Ref. Spelling,-40.0,-75.5,lenya,mɐ̝mɘʎ,mamüll,7-mamüll.csv
785,Alto Bío Bío,-38.04457,-71.36344,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
786,Lumaco,-38.17584,-72.89947,lenya,mɐ̝.ˈmɘʎʎ̥,,7-mamüll.csv
787,Ercilla,-38.04926,-72.44544,lenya,mɐ̝.ˈmɘʎʎ̥,,7-mamüll.csv
788,Galvarino,-38.40865,-72.78342,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
789,Victoria,-38.35303,-72.19395,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
790,Lonquimay,-38.42587,-71.37014,lenya,mɐ̝.ˈmɘʎʎ̥,,7-mamüll.csv
791,Chol Chol,-38.51661,-72.97454,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
792,Dollinco,-38.67157,-72.82837,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
793,Puerto Saavedra,-38.78431,-73.39912,lenya,mɐ̝.ˈmɘʎ̥,,7-mamüll.csv
794,Truf Truf,-38.75576,-72.43983,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
795,Freire,-38.99144,-72.8833,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
796,Cunco,-38.97601,-72.01425,lenya,ˈmɐ̝.mɘʎʎ̥,,7-mamüll.csv
797,Nueva Toltén,-39.20931,-73.1312,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
798,Villarrica,-39.48612,-72.3038,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
799,Curarrehue,-39.46788,-71.55193,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
800,Mariquina,-39.45147,-73.26457,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
801,Lanco,-39.5046,-72.44441,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
802,Panguipulli,-39.54399,-72.12614,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
803,San Pablo,-40.38308,-73.34988,lenya,ˈmɐ̝.mɘʎ,,7-mamüll.csv
804,S. Juan de la Costa,-40.51004,-73.52129,lenya,ˈmɐ̝.mɘʎ̝̥,,7-mamüll.csv
805,Chalileo,-36.42252,-66.47321,lenya,mɐ̝.ˈmɘʎ̝,,7-mamüll.csv
806,Zapala,-38.85047,-69.74997,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
807,Aluminé,-39.19681,-71.05406,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
808,Junín de los Andes,-39.82386,-71.28742,lenya,mɐ̝.ˈmʷɘʎ,,7-mamüll.csv
809,Huiliches,-39.63992,-71.18686,lenya,mɐ̝.ˈmɘʎ,,7-mamüll.csv
810,Jacobacci,-41.28813,-69.55719,lenya,mɐ̝.ˈmɘʎ̝̥,,7-mamüll.csv
811,Cushamen,-42.23392,-71.34994,lenya,mɐ̝.ˈmɘʎʎ̥,,7-mamüll.csv
812,Futaleufú,-42.95052,-71.18351,lenya,mɐ̝.ˈmɘʎ̝̥,,7-mamüll.csv
813,Lago Rosario,-43.24408,-71.32581,lenya,mɐ̝.ˈmɘn,,7-mamüll.csv
814,Ref. Spelling,-40.0,-75.5,grande,fɘtɐ̝,füta,3-füta.csv
815,Santa Bárbara,-37.67405,-71.80186,grande,ʋɘ.ˈt̪ɐ̝,,3-füta.csv
816,Cañete,-37.96722,-73.39282,grande,m̩.ˌbɘ.ˈt͡ʃɐ̝,,3-füta.csv
817,Alto Bío Bío,-38.04457,-71.36344,grande,wɘ.ˈt̪ɐ̝,,3-füta.csv
818,Lumaco,-38.17584,-72.89947,grande,ɸɘː.ˈtʰɐ̝,,3-füta.csv
819,Galvarino,-38.40865,-72.78342,grande,fɘ.ˈt͡ɹ̝̥ɐ̝,,3-füta.csv
820,Victoria,-38.35303,-72.19395,grande,t̪ɐ̝,,3-füta.csv
821,Chol Chol,-38.51661,-72.97454,grande,f̩t̪̚.ˈt̪ɐ̝,,3-füta.csv
822,Dollinco,-38.67157,-72.82837,grande,f̞ɘ̆.ˈt̪ɐ̝,,3-füta.csv
823,Puerto Saavedra,-38.78431,-73.39912,grande,ˈfɘ.tɐ̝,,3-füta.csv
824,Truf Truf,-38.75576,-72.43983,grande,ɸɘ.ˈt̪ɐ̝,,3-füta.csv
825,Icalma,-38.72338,-71.1847,grande,ˈfɘ.t̪ɘ,,3-füta.csv
826,Freire,-38.99144,-72.8833,grande,fɘ.ˈt̺͡s̺ɐ̝,,3-füta.csv
827,Cunco,-38.97601,-72.01425,grande,f̩.ˈt̪ɐ̝,,3-füta.csv
828,Villarrica,-39.48612,-72.3038,grande,fɘ̆.ˈʈ͡ʂɐ̝,,3-füta.csv
829,Curarrehue,-39.46788,-71.55193,grande,f̩t̪̚.ˈt̪ɐ̝n.mɐ̝,,3-füta.csv
830,Mariquina,-39.45147,-73.26457,grande,ˈfɘ.t̪ɐ̝,,3-füta.csv
831,Panguipulli,-39.54399,-72.12614,grande,ft̩̚.ˈtɐ̝ɲ.mɐ̝,,3-füta.csv
832,Valdivia,-39.81291,-72.95438,grande,fɘ̆.ˈʃɐ̝,,3-füta.csv
833,San Pablo,-40.38308,-73.34988,grande,ˈhɘ.t͡ʃɐ̝ɐ̝̥̯,,3-füta.csv
834,S. Juan de la Costa,-40.51004,-73.52129,grande,ˈxʊ.t̪ɐ̝,,3-füta.csv
835,Aluminé,-39.19681,-71.05406,grande,fʊ.ˈt̪ɐ̝j.mɐ̝,,3-füta.csv
836,Junín de los Andes,-39.82386,-71.28742,grande,f̩t̪̚.ˈt̪ɐ̝,,3-füta.csv
837,Huiliches,-39.63992,-71.18686,grande,ft̪̩̚.ˈt̪ɐ̝,,3-füta.csv
838,Jacobacci,-41.28813,-69.55719,grande,f̩t̪̚.ˈʈ͡ʂɐ̝,,3-füta.csv
839,Cushamen,-42.23392,-71.34994,grande,fɘ.ˈt̪ɐ̝,,3-füta.csv
840,Futaleufú,-42.95052,-71.18351,grande,fɘ.ˈt̪ɐ̝,,3-füta.csv
841,Lago Rosario,-43.24408,-71.32581,grande,f̩t̪̚.ˈt̪ɐ̝,,3-füta.csv
842,Ref. Spelling,-40.0,-75.5,coser,ɲɪθɘfɘn,ñidüfün,11-ñidüfün.csv
843,Santa Bárbara,-37.67405,-71.80186,coser,ˌɲɪ.ðɘ.ˈvɐ̝l,,11-ñidüfün.csv
844,Cañete,-37.96722,-73.39282,coser,nɘ.ˈðɘv,,11-ñidüfün.csv
845,Alto Bío Bío,-38.04457,-71.36344,coser,ˌɲɪ.ðɘ.ˈwɘn,,11-ñidüfün.csv
846,Angol,-37.86289,-72.68304,coser,ˌɲɪ.ðɪv.kɐ̝.ˈjɐ̝n,,11-ñidüfün.csv
847,Ercilla,-38.04926,-72.44544,coser,ˌɲɪ.θɘf.ˈkë,,11-ñidüfün.csv
848,Galvarino,-38.40865,-72.78342,coser,ɲɪ.ˌθɘ.ˈfɘn,,11-ñidüfün.csv
849,Victoria,-38.35303,-72.19395,coser,ˌɲɪ.ðɪv.ˈkɐ̝.pɪ,,11-ñidüfün.csv
850,Lonquimay,-38.42587,-71.37014,coser,ɲɘ.d̪ɘf.ˈt̪ʊn,,11-ñidüfün.csv
851,Chol Chol,-38.51661,-72.97454,coser,ˌɲɪ.ˈθɘ.fɘn,,11-ñidüfün.csv
852,Dollinco,-38.67157,-72.82837,coser,ɲɪ.ˈθɘ.fɘn,,11-ñidüfün.csv
853,Vilcún,-38.59695,-72.31239,coser,ˌɲë.ˈðɘf.t̪ɘn,,11-ñidüfün.csv
854,Puerto Saavedra,-38.78431,-73.39912,coser,ɲɪ.ˈθɘ.fɘn,,11-ñidüfün.csv
855,Truf Truf,-38.75576,-72.43983,coser,ɲɪ.ˈsɘ.ˌfɘn,,11-ñidüfün.csv
856,Icalma,-38.72338,-71.1847,coser,ˈɲɘ.θɘf.ˌkɐ̝n,,11-ñidüfün.csv
857,Freire,-38.99144,-72.8833,coser,ɲɘ.ˌθɘf.ˈt̪ʊn,,11-ñidüfün.csv
858,Cunco,-38.97601,-72.01425,coser,ɲɪ.ˌsɘf.ˈt̪ʊn,,11-ñidüfün.csv
859,Nueva Toltén,-39.20931,-73.1312,coser,ˌɲɪ.θɘ.ˈfɘn,,11-ñidüfün.csv
860,Curarrehue,-39.46788,-71.55193,coser,ˌɲɪ.ˈʃɪf.t̪ön,,11-ñidüfün.csv
861,Mariquina,-39.45147,-73.26457,coser,ɲɪ.ˌfɘf.ˈt̪ʊn,,11-ñidüfün.csv
862,Lanco,-39.5046,-72.44441,coser,mʊ.ʃɘf.ˈfɘn,,11-ñidüfün.csv
863,Panguipulli,-39.54399,-72.12614,coser,ŋɘ.ˌʃɪ.ˈfɐ̝n,,11-ñidüfün.csv
864,Valdivia,-39.81291,-72.95438,coser,ɲɪ.ˈθɘf,,11-ñidüfün.csv
865,San Pablo,-40.38308,-73.34988,coser,ˈɲɘ.sɘf.t̪ɘn,,11-ñidüfün.csv
866,S. Juan de la Costa,-40.51004,-73.52129,coser,ˌɲɪ.fɘ̆.ˈt̪ɘn,,11-ñidüfün.csv
867,Picunches,-38.78279,-70.22884,coser,ˌɲɘ.ðɪf.ˈt̪ɘ̯j,,11-ñidüfün.csv
868,Aluminé,-39.19681,-71.05406,coser,ˌɲɪs.θʊ.ˈfɐ̝n,,11-ñidüfün.csv
869,Junín de los Andes,-39.82386,-71.28742,coser,ˈɲɪ.θɘ.fɘn,,11-ñidüfün.csv
870,Huiliches,-39.63992,-71.18686,coser,ɲɪ.θɘ.ˈɸ̞ɘn,,11-ñidüfün.csv
871,Ref. Spelling,-40.0,-75.5,saber,kɪmɘn,kimün,11-kimün.csv
872,Santa Bárbara,-37.67405,-71.80186,saber,cʰɪ.ˈmɘn,,11-kimün.csv
873,Cañete,-37.96722,-73.39282,saber,cʰɪ.ˈmɪ,,11-kimün.csv
874,Tirúa,-38.3699,-73.49067,saber,ˈcʰɪ.mɪ,,11-kimün.csv
875,Alto Bío Bío,-38.04457,-71.36344,saber,tʰɪ.ˈmɘn,,11-kimün.csv
876,Angol,-37.86289,-72.68304,saber,cʰɪ.ˈmɘn,,11-kimün.csv
877,Lumaco,-38.17584,-72.89947,saber,ˈcʰɪm.t̪ʊ.ˌkʊn,,11-kimün.csv
878,Ercilla,-38.04926,-72.44544,saber,çɪ.ˈmɪ,,11-kimün.csv
879,Galvarino,-38.40865,-72.78342,saber,cʰɪ.ˈmɘn,,11-kimün.csv
880,Victoria,-38.35303,-72.19395,saber,cɪ.ˈmɪ,,11-kimün.csv
881,Lonquimay,-38.42587,-71.37014,saber,cʰɪ.ˈmɘn,,11-kimün.csv
882,Chol Chol,-38.51661,-72.97454,saber,cʰɪ.ˈmɘn,,11-kimün.csv
883,Dollinco,-38.67157,-72.82837,saber,cʰɪ.ˈmɘn,,11-kimün.csv
884,Vilcún,-38.59695,-72.31239,saber,cʰɪ.ˈmɘn,,11-kimün.csv
885,Puerto Saavedra,-38.78431,-73.39912,saber,cʰɪ.ˈmɘn,,11-kimün.csv
886,Truf Truf,-38.75576,-72.43983,saber,cɪ.ˈmɘn,,11-kimün.csv
887,Icalma,-38.72338,-71.1847,saber,cʰɪ.ˈmɘn,,11-kimün.csv
888,Freire,-38.99144,-72.8833,saber,cɪ.ˈmɘn,,11-kimün.csv
889,Cunco,-38.97601,-72.01425,saber,cʰɪ.ˈmɘn,,11-kimün.csv
890,Nueva Toltén,-39.20931,-73.1312,saber,cɪ.ˈmɘn,,11-kimün.csv
891,Villarrica,-39.48612,-72.3038,saber,cʰɪ.ˈmɘn,,11-kimün.csv
892,Curarrehue,-39.46788,-71.55193,saber,cʰɪ.ˈmɘn,,11-kimün.csv
893,Mariquina,-39.45147,-73.26457,saber,cɘ.ˈmɘn,,11-kimün.csv
