,LanguageName,Latitude,Longitude,WordModernName1,Phonetic,SpellingAltv1,source_csv
894,Lanco,-39.5046,-72.44441,saber,cʰɪ.ˈmɘn,,11-kimün.csv
895,Panguipulli,-39.54399,-72.12614,saber,cʰɪ.ˈmɘn,,11-kimün.csv
896,Valdivia,-39.81291,-72.95438,saber,cʰɪm.ˈjɘn,,11-kimün.csv
897,San Pablo,-40.38308,-73.34988,saber,cʰɪ.ˈmɘn,,11-kimün.csv
898,S. Juan de la Costa,-40.51004,-73.52129,saber,cʰɪ.ˈmɪn,,11-kimün.csv
899,Chalileo,-36.42252,-66.47321,saber,cʰɪ.ˈmɘn,,11-kimün.csv
900,Picunches,-38.78279,-70.22884,saber,çɪ.ˈmɘj,,11-kimün.csv
901,Zapala,-38.85047,-69.74997,saber,cʰɪ.ˈmɘn,,11-kimün.csv
902,Aluminé,-39.19681,-71.05406,saber,cʰɪ.ˈmɐ̝.fɪɲ,,11-kimün.csv
903,Junín de los Andes,-39.82386,-71.28742,saber,cʰɪ̆.ˈmɘn,,11-kimün.csv
904,Huiliches,-39.63992,-71.18686,saber,çɪ.ˈmɘn,,11-kimün.csv
905,Cushamen,-42.23392,-71.34994,saber,cʰɪ.ˈmɘj,,11-kimün.csv
906,Ref. Spelling,-40.0,-75.5,lengua,këwɘn̪,kewün’,4-kewün.csv
907,Santa Bárbara,-37.67405,-71.80186,lengua,cʰë.ˈwɘn,,4-kewün.csv
908,Cañete,-37.96722,-73.39282,lengua,ˈcʰë.wɘn,,4-kewün.csv
909,Tirúa,-38.3699,-73.49067,lengua,ˈkë.wɘn,,4-kewün.csv
910,Alto Bío Bío,-38.04457,-71.36344,lengua,kʰë.ˈwɘn,,4-kewün.csv
911,Angol,-37.86289,-72.68304,lengua,cʰë.ˈwɘn,,4-kewün.csv
912,Lumaco,-38.17584,-72.89947,lengua,çë.ˈwɘn,,4-kewün.csv
913,Ercilla,-38.04926,-72.44544,lengua,kʰë.ˈwɘn,,4-kewün.csv
914,Galvarino,-38.40865,-72.78342,lengua,cʰë.ˈwɘn,,4-kewün.csv
915,Victoria,-38.35303,-72.19395,lengua,cʰë.ˈwɘn,,4-kewün.csv
916,Lonquimay,-38.42587,-71.37014,lengua,cʰë.ˈwɘn,,4-kewün.csv
917,Chol Chol,-38.51661,-72.97454,lengua,cʰë.ˈwɘn,,4-kewün.csv
918,Dollinco,-38.67157,-72.82837,lengua,cʰë.ˈwɘn,,4-kewün.csv
919,Vilcún,-38.59695,-72.31239,lengua,cʰë.ˈwɘn,,4-kewün.csv
920,Puerto Saavedra,-38.78431,-73.39912,lengua,cʰë.ˈwɘn,,4-kewün.csv
921,Truf Truf,-38.75576,-72.43983,lengua,cʰë.ˈwɘn,,4-kewün.csv
922,Icalma,-38.72338,-71.1847,lengua,cʰë.ˈwɘn,,4-kewün.csv
923,Freire,-38.99144,-72.8833,lengua,cʰë.ˈwɘn,,4-kewün.csv
924,Cunco,-38.97601,-72.01425,lengua,ˌcʰë.ˈwɘn,,4-kewün.csv
925,Nueva Toltén,-39.20931,-73.1312,lengua,cë.ˈwɘn,,4-kewün.csv
926,Villarrica,-39.48612,-72.3038,lengua,kʰë.ˈwɘn,,4-kewün.csv
927,Curarrehue,-39.46788,-71.55193,lengua,kʰë.ˈwɘn,,4-kewün.csv
928,Mariquina,-39.45147,-73.26457,lengua,cʰë.ˈwɘn,,4-kewün.csv
929,Lanco,-39.5046,-72.44441,lengua,cʰë.ˈwɘn,,4-kewün.csv
930,Panguipulli,-39.54399,-72.12614,lengua,cʰë.ˈwɘn,,4-kewün.csv
931,Valdivia,-39.81291,-72.95438,lengua,cʰë.ˈwɘn,,4-kewün.csv
932,San Pablo,-40.38308,-73.34988,lengua,ˈcʰë.wɘn,,4-kewün.csv
933,S. Juan de la Costa,-40.51004,-73.52129,lengua,ˈcʰë.wɘn̪,,4-kewün.csv
934,Chalileo,-36.42252,-66.47321,lengua,kʰë.ˈwɘn,,4-kewün.csv
935,Picunches,-38.78279,-70.22884,lengua,c͡çë.ˈwɘn,,4-kewün.csv
936,Zapala,-38.85047,-69.74997,lengua,cʰë.ˈwɘn,,4-kewün.csv
937,Aluminé,-39.19681,-71.05406,lengua,cʰë.ˈwɘn,,4-kewün.csv
938,Junín de los Andes,-39.82386,-71.28742,lengua,cë.ˈwɘn,,4-kewün.csv
939,Huiliches,-39.63992,-71.18686,lengua,cʰë.ˈwɘn,,4-kewün.csv
940,Jacobacci,-41.28813,-69.55719,lengua,kʰë.ˈwɘn,,4-kewün.csv
941,Cushamen,-42.23392,-71.34994,lengua,kʰë.ˈwɘn,,4-kewün.csv
942,Futaleufú,-42.95052,-71.18351,lengua,fë.ˈwɘn,,4-kewün.csv
943,Lago Rosario,-43.24408,-71.32581,lengua,cʰë.ˈwɘn,,4-kewün.csv
944,Ref. Spelling,-40.0,-75.5,campo,lëlfɘn,lelfün,7-lelfün.csv
945,Santa Bárbara,-37.67405,-71.80186,campo,ˈlël.vɘn,,7-lelfün.csv
946,Cañete,-37.96722,-73.39282,campo,ˈlël.vɘn,,7-lelfün.csv
947,Tirúa,-38.3699,-73.49067,campo,lël.ˈʋɪn,,7-lelfün.csv
948,Alto Bío Bío,-38.04457,-71.36344,campo,lël.ˈvɘn,,7-lelfün.csv
949,Angol,-37.86289,-72.68304,campo,lël.ˈbɘ,,7-lelfün.csv
950,Lumaco,-38.17584,-72.89947,campo,ˈlël.vɘn,,7-lelfün.csv
951,Ercilla,-38.04926,-72.44544,campo,lël.ˈfɘn,,7-lelfün.csv
952,Galvarino,-38.40865,-72.78342,campo,lël.ˈfɘn,,7-lelfün.csv
953,Victoria,-38.35303,-72.19395,campo,lël.ˈfɘn,,7-lelfün.csv
954,Chol Chol,-38.51661,-72.97454,campo,lël.ˈfɘn,,7-lelfün.csv
955,Dollinco,-38.67157,-72.82837,campo,lël.ˈfɘn,,7-lelfün.csv
956,Vilcún,-38.59695,-72.31239,campo,lël.ˈfɘn,,7-lelfün.csv
957,Puerto Saavedra,-38.78431,-73.39912,campo,lël.ˈfɘn,,7-lelfün.csv
958,Truf Truf,-38.75576,-72.43983,campo,nël̥.ˈfɘn,,7-lelfün.csv
959,Icalma,-38.72338,-71.1847,campo,lël.ˈfɘn,,7-lelfün.csv
960,Freire,-38.99144,-72.8833,campo,lël.ˈfɘn,,7-lelfün.csv
961,Cunco,-38.97601,-72.01425,campo,lël.ˈfɘn,,7-lelfün.csv
962,Nueva Toltén,-39.20931,-73.1312,campo,lël.ˈfɘn,,7-lelfün.csv
963,Villarrica,-39.48612,-72.3038,campo,lël.ˈfɘn,,7-lelfün.csv
964,Curarrehue,-39.46788,-71.55193,campo,lël.ˈfɘn,,7-lelfün.csv
965,Mariquina,-39.45147,-73.26457,campo,ˌlël.ˈfɘn,,7-lelfün.csv
966,Lanco,-39.5046,-72.44441,campo,lël.ˈfɘn,,7-lelfün.csv
967,Panguipulli,-39.54399,-72.12614,campo,lël.ˈfwɘn,,7-lelfün.csv
968,Valdivia,-39.81291,-72.95438,campo,lël.ˈfɘn,,7-lelfün.csv
969,Chalileo,-36.42252,-66.47321,campo,lël.ˈvɘn,,7-lelfün.csv
970,Picunches,-38.78279,-70.22884,campo,ɮël̝.ˈfɘn,,7-lelfün.csv
971,Zapala,-38.85047,-69.74997,campo,lël.ˈp͡ɸʊm,,7-lelfün.csv
972,Junín de los Andes,-39.82386,-71.28742,campo,lël.ˈfɘn,,7-lelfün.csv
973,Huiliches,-39.63992,-71.18686,campo,lël.ˈfɘn,,7-lelfün.csv
974,Cushamen,-42.23392,-71.34994,campo,lëw.ˈfɘn,,7-lelfün.csv
975,Lago Rosario,-43.24408,-71.32581,campo,lël.ˈfɘn,,7-lelfün.csv
976,Ref. Spelling,-40.0,-75.5,tres,kɘlɐ̝,küla,1-küla.csv
977,Santa Bárbara,-37.67405,-71.80186,tres,kʰɘ.ˈlɐ̝,,1-küla.csv
978,Cañete,-37.96722,-73.39282,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
979,Tirúa,-38.3699,-73.49067,tres,ˈkɘ.lɐ̝,,1-küla.csv
980,Alto Bío Bío,-38.04457,-71.36344,tres,kɘ.ˈlɐ̝,,1-küla.csv
981,Angol,-37.86289,-72.68304,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
982,Lumaco,-38.17584,-72.89947,tres,ˈkɘ.lɐ̝,,1-küla.csv
983,Ercilla,-38.04926,-72.44544,tres,kʰɘ.ˈlɐ̝,,1-küla.csv
984,Galvarino,-38.40865,-72.78342,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
985,Victoria,-38.35303,-72.19395,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
986,Lonquimay,-38.42587,-71.37014,tres,ˈkɘ.lɐ̝ɐ̝̥̯,,1-küla.csv
987,Chol Chol,-38.51661,-72.97454,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
988,Dollinco,-38.67157,-72.82837,tres,kɘ̆.ˈlɐ̝,,1-küla.csv
989,Vilcún,-38.59695,-72.31239,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
990,Puerto Saavedra,-38.78431,-73.39912,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
991,Truf Truf,-38.75576,-72.43983,tres,kʰl̩.ˈlɐ̝,,1-küla.csv
992,Icalma,-38.72338,-71.1847,tres,kl̩.ˈlɐ̝,,1-küla.csv
993,Freire,-38.99144,-72.8833,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
994,Cunco,-38.97601,-72.01425,tres,kʰɘ.ˈlɐ̝,,1-küla.csv
995,Nueva Toltén,-39.20931,-73.1312,tres,kʰɘl.ˈlɐ̝,,1-küla.csv
996,Villarrica,-39.48612,-72.3038,tres,kɘ̆l.ˈlɐ̝,,1-küla.csv
997,Curarrehue,-39.46788,-71.55193,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
998,Mariquina,-39.45147,-73.26457,tres,ˈkɘ.lɐ̝,,1-küla.csv
999,Lanco,-39.5046,-72.44441,tres,kʰlɐ̝,,1-küla.csv
1000,Panguipulli,-39.54399,-72.12614,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
1001,Valdivia,-39.81291,-72.95438,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
1002,San Pablo,-40.38308,-73.34988,tres,ˈkʰɘ.lɐ̝,,1-küla.csv
1003,S. Juan de la Costa,-40.51004,-73.52129,tres,ˈxɘ.lə,,1-küla.csv
1004,Chalileo,-36.42252,-66.47321,tres,kʰɘ.ˈlɐ̝,,1-küla.csv
1005,Picunches,-38.78279,-70.22884,tres,kɘ.ˈɮɐ̝,,1-küla.csv
1006,Zapala,-38.85047,-69.74997,tres,kɘ.ˈlɐ̝,,1-küla.csv
1007,Aluminé,-39.19681,-71.05406,tres,kʰɘ̆.ˈlɐ̝,,1-küla.csv
1008,Junín de los Andes,-39.82386,-71.28742,tres,kl̩.ˈlɐ̝,,1-küla.csv
1009,Huiliches,-39.63992,-71.18686,tres,kʰl̥̩.ˈlɐ̝,,1-küla.csv
1010,Jacobacci,-41.28813,-69.55719,tres,kɘ̆.ˈlɐ̝,,1-küla.csv
1011,Cushamen,-42.23392,-71.34994,tres,kʰɘ.ˈlɐ̝,,1-küla.csv
1012,Futaleufú,-42.95052,-71.18351,tres,kɘ.ˈlɐ̝,,1-küla.csv
1013,Lago Rosario,-43.24408,-71.32581,tres,kʰɘ.ˈlɐ̝,,1-küla.csv
1014,Ref. Spelling,-40.0,-75.5,camino,ʐɘpɘ,rüpü,10-rüpü.csv
1015,Santa Bárbara,-37.67405,-71.80186,camino,ˈʐ̞ɘ.pɘ,,10-rüpü.csv
1016,Cañete,-37.96722,-73.39282,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1017,Tirúa,-38.3699,-73.49067,camino,ˈëɻ.pʊ̥,,10-rüpü.csv
1018,Alto Bío Bío,-38.04457,-71.36344,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1019,Angol,-37.86289,-72.68304,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1020,Lumaco,-38.17584,-72.89947,camino,ˈʐë.pʊ,,10-rüpü.csv
1021,Ercilla,-38.04926,-72.44544,camino,ɻ̩.ˈpɘ,,10-rüpü.csv
1022,Galvarino,-38.40865,-72.78342,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1023,Victoria,-38.35303,-72.19395,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1024,Lonquimay,-38.42587,-71.37014,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1025,Chol Chol,-38.51661,-72.97454,camino,ɻ̩ː.ˈpʊ,,10-rüpü.csv
1026,Dollinco,-38.67157,-72.82837,camino,ʐɘ.ˈpɘ,,10-rüpü.csv
1027,Vilcún,-38.59695,-72.31239,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1028,Puerto Saavedra,-38.78431,-73.39912,camino,ʐɘ.ˈpɘ,,10-rüpü.csv
1029,Truf Truf,-38.75576,-72.43983,camino,ˈr̝ɘ.pɘ,,10-rüpü.csv
1030,Icalma,-38.72338,-71.1847,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1031,Freire,-38.99144,-72.8833,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1032,Cunco,-38.97601,-72.01425,camino,ʐʊ.ˈpʊ,,10-rüpü.csv
1033,Nueva Toltén,-39.20931,-73.1312,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1034,Villarrica,-39.48612,-72.3038,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1035,Curarrehue,-39.46788,-71.55193,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1036,Mariquina,-39.45147,-73.26457,camino,ˈɻɘ.pɪ,,10-rüpü.csv
1037,Lanco,-39.5046,-72.44441,camino,ˈɖ͡ʐɘ.pɘ,,10-rüpü.csv
1038,Panguipulli,-39.54399,-72.12614,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1039,Valdivia,-39.81291,-72.95438,camino,ˈɻɘ.pɘ,,10-rüpü.csv
1040,San Pablo,-40.38308,-73.34988,camino,ˈʂʊ.bö,,10-rüpü.csv
1041,S. Juan de la Costa,-40.51004,-73.52129,camino,ˈʂɘ.pɘ,,10-rüpü.csv
1042,Chalileo,-36.42252,-66.47321,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1043,Picunches,-38.78279,-70.22884,camino,ɻɘ.ˈɸɘ,,10-rüpü.csv
1044,Zapala,-38.85047,-69.74997,camino,ʐɘ.ˈpɘ,,10-rüpü.csv
1045,Aluminé,-39.19681,-71.05406,camino,ʐɘ.ˈpɘ,,10-rüpü.csv
1046,Junín de los Andes,-39.82386,-71.28742,camino,ɻɘ.ˈɸɘ,,10-rüpü.csv
1047,Huiliches,-39.63992,-71.18686,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1048,Jacobacci,-41.28813,-69.55719,camino,ʐɘ.ˈpɘ,,10-rüpü.csv
1049,Cushamen,-42.23392,-71.34994,camino,ʐʊ.ˈpɘ,,10-rüpü.csv
1050,Futaleufú,-42.95052,-71.18351,camino,ʐɘ.ˈɸʊ,,10-rüpü.csv
1051,Lago Rosario,-43.24408,-71.32581,camino,ɻɘ.ˈpɘ,,10-rüpü.csv
1052,Ref. Spelling,-40.0,-75.5,noble,ɣɘlmën,gülmen,3-gülmen.csv
1053,Santa Bárbara,-37.67405,-71.80186,noble,ɣɘl.ˈmën,,3-gülmen.csv
1054,Cañete,-37.96722,-73.39282,noble,ɡɘl.ˈmën,,3-gülmen.csv
1055,Tirúa,-38.3699,-73.49067,noble,ˈɪl.mën,,3-gülmen.csv
1056,Alto Bío Bío,-38.04457,-71.36344,noble,ɘɮ.ˈmën,,3-gülmen.csv
1057,Lumaco,-38.17584,-72.89947,noble,ɣɘl.ˈmëɲ,,3-gülmen.csv
1058,Ercilla,-38.04926,-72.44544,noble,ɘl.ˈmën,,3-gülmen.csv
1059,Galvarino,-38.40865,-72.78342,noble,ɘl.ˈmën,,3-gülmen.csv
1060,Victoria,-38.35303,-72.19395,noble,ɘl.ˈmën,,3-gülmen.csv
1061,Chol Chol,-38.51661,-72.97454,noble,ɘl.ˈmën,,3-gülmen.csv
1062,Puerto Saavedra,-38.78431,-73.39912,noble,ɘl.ˈmën,,3-gülmen.csv
1063,Truf Truf,-38.75576,-72.43983,noble,ɘl.ˈmën,,3-gülmen.csv
1064,Icalma,-38.72338,-71.1847,noble,ɣɘl.ˈmën,,3-gülmen.csv
1065,Freire,-38.99144,-72.8833,noble,ɘl.ˈmën,,3-gülmen.csv
1066,Cunco,-38.97601,-72.01425,noble,ɘl.ˈmën,,3-gülmen.csv
1067,Nueva Toltén,-39.20931,-73.1312,noble,ˈʊl.mën,,3-gülmen.csv
1068,Villarrica,-39.48612,-72.3038,noble,ɘl.ˈmën,,3-gülmen.csv
1069,Curarrehue,-39.46788,-71.55193,noble,ɣɘl.ˈmën,,3-gülmen.csv
1070,Mariquina,-39.45147,-73.26457,noble,ɡɘ̆l.ˈmën,,3-gülmen.csv
1071,Lanco,-39.5046,-72.44441,noble,ɣɘl.ˈmën,,3-gülmen.csv
1072,Panguipulli,-39.54399,-72.12614,noble,ɣɘl.ˈmën,,3-gülmen.csv
1073,Valdivia,-39.81291,-72.95438,noble,ɘl.ˈmën,,3-gülmen.csv
1074,San Pablo,-40.38308,-73.34988,noble,ˈkɘl.mën,,3-gülmen.csv
1075,S. Juan de la Costa,-40.51004,-73.52129,noble,ɘl.ˈmën,,3-gülmen.csv
1076,Huiliches,-39.63992,-71.18686,noble,ɣɘl.ˈmën,,3-gülmen.csv
1077,Jacobacci,-41.28813,-69.55719,noble,ɘl.ˈmën,,3-gülmen.csv
1078,Futaleufú,-42.95052,-71.18351,noble,ʊɮ.ˈmën,,3-gülmen.csv
1079,Ref. Spelling,-40.0,-75.5,luna,kɘjën,küyen,7-küyen.csv
1080,Santa Bárbara,-37.67405,-71.80186,luna,kɘ.ˈjën,,7-küyen.csv
1081,Cañete,-37.96722,-73.39282,luna,ˈkʊ.ʎɪn,,7-küyen.csv
1082,Tirúa,-38.3699,-73.49067,luna,kʰɘ.ˈjën,,7-küyen.csv
1083,Alto Bío Bío,-38.04457,-71.36344,luna,kɘ.ˈjën,,7-küyen.csv
1084,Angol,-37.86289,-72.68304,luna,kɘ.ˈjën,,7-küyen.csv
1085,Lumaco,-38.17584,-72.89947,luna,kɘ.ˈʝën,,7-küyen.csv
1086,Ercilla,-38.04926,-72.44544,luna,kɘ.ˈjën,,7-küyen.csv
1087,Galvarino,-38.40865,-72.78342,luna,kʰɘ̆.ˈʝën,,7-küyen.csv
1088,Victoria,-38.35303,-72.19395,luna,kɘ̆.ˈjën,,7-küyen.csv
1089,Lonquimay,-38.42587,-71.37014,luna,kɘ.ˈʝën,,7-küyen.csv
1090,Chol Chol,-38.51661,-72.97454,luna,kʰɘ.ˈjën,,7-küyen.csv
1091,Dollinco,-38.67157,-72.82837,luna,kʰɘ.ˈʝën,,7-küyen.csv
1092,Vilcún,-38.59695,-72.31239,luna,kʰɘ.ˈʝën,,7-küyen.csv
1093,Puerto Saavedra,-38.78431,-73.39912,luna,kɘ.ˈjën,,7-küyen.csv
1094,Truf Truf,-38.75576,-72.43983,luna,kɘ.ˈʒën,,7-küyen.csv
1095,Icalma,-38.72338,-71.1847,luna,kʰɘ.ˈjën,,7-küyen.csv
1096,Freire,-38.99144,-72.8833,luna,kʰɘ.ˈjën,,7-küyen.csv
1097,Cunco,-38.97601,-72.01425,luna,kɘ.ˈʒën,,7-küyen.csv
1098,Nueva Toltén,-39.20931,-73.1312,luna,kʰɘ.ˈjën,,7-küyen.csv
1099,Villarrica,-39.48612,-72.3038,luna,kʰɘ̆.ˈʝën,,7-küyen.csv
1100,Curarrehue,-39.46788,-71.55193,luna,kʰɘ.ˈjën,,7-küyen.csv
1101,Mariquina,-39.45147,-73.26457,luna,kë.ˈjɪŋ,,7-küyen.csv
1102,Lanco,-39.5046,-72.44441,luna,kʰɘ.ˈjën,,7-küyen.csv
1103,Panguipulli,-39.54399,-72.12614,luna,kɘ.ˈjën,,7-küyen.csv
1104,Valdivia,-39.81291,-72.95438,luna,kʰɘ.ˈjën,,7-küyen.csv
1105,San Pablo,-40.38308,-73.34988,luna,cʰɪ.ˈjën,,7-küyen.csv
1106,Chalileo,-36.42252,-66.47321,luna,kʰʊ.ˈjën,,7-küyen.csv
1107,Picunches,-38.78279,-70.22884,luna,kʰɘ.ˈjën,,7-küyen.csv
1108,Zapala,-38.85047,-69.74997,luna,kʰɘ.ˈjën,,7-küyen.csv
1109,Aluminé,-39.19681,-71.05406,luna,ˌkʰɘ.ˈjën,,7-küyen.csv
1110,Junín de los Andes,-39.82386,-71.28742,luna,kɘ.ˈjën,,7-küyen.csv
1111,Huiliches,-39.63992,-71.18686,luna,kɘ.ˈjën,,7-küyen.csv
1112,Jacobacci,-41.28813,-69.55719,luna,kʰɘ.ˈjën,,7-küyen.csv
1113,Cushamen,-42.23392,-71.34994,luna,kʰɘ.ˈjën,,7-küyen.csv
1114,Futaleufú,-42.95052,-71.18351,luna,kʰɘ.ˈjën,,7-küyen.csv
1115,Lago Rosario,-43.24408,-71.32581,luna,kʰɘ.ˈjën,,7-küyen.csv
1116,Ref. Spelling,-40.0,-75.5,boca,wɘn̪,wün’,4-wün.csv
1117,Santa Bárbara,-37.67405,-71.80186,boca,wɘn,,4-wün.csv
1118,Cañete,-37.96722,-73.39282,boca,wɘn,,4-wün.csv
1119,Tirúa,-38.3699,-73.49067,boca,wɘn,,4-wün.csv
1120,Alto Bío Bío,-38.04457,-71.36344,boca,wɘn,,4-wün.csv
1121,Angol,-37.86289,-72.68304,boca,wɘn,,4-wün.csv
1122,Lumaco,-38.17584,-72.89947,boca,wɘn,,4-wün.csv
